Project,Version,Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
xerces;1.4.4;org.apache.xerces.impl.xpath.regex.Match;12;1;0;3;22;0;3;1;6;0.530303;332;0.0;0;0.0;0.35;0;0;26.166666;1;1;222;0;0;-;1
xerces;1.4.4;org.apache.xerces.dom.DeferredElementDefinitionImpl;4;3;0;6;16;0;1;6;1;0.6666667;84;0.5;0;0.94;0.5;2;7;19.5;4;1;170;1;2;-;1
xerces;1.4.4;org.apache.xerces.xni.XMLDTDContentModelHandler;10;1;0;11;10;45;10;1;10;1.1111112;15;0.0;0;0.0;0.46666667;0;0;0.0;1;1;275;0;0;-;1
xerces;1.4.4;org.w3c.dom.Notation;2;1;0;0;2;1;0;0;2;2.0;2;0.0;0;0.0;1.0;0;0;0.0;0;0;-;1;0;-;0
xerces;1.4.4;javax.xml.parsers.FactoryFinder;6;1;0;0;36;15;0;0;0;0.93333334;304;0.33333334;0;0.0;0.33333334;0;0;49.166668;4;1;396;0;0;-;1
xerces;1.4.4;org.apache.xerces.impl.dv.dtd.StringDatatypeValidator;9;2;0;5;30;20;1;4;7;0.61538464;619;0.9230769;1;0.3;0.3015873;0;0;66.333336;1;1;399;0;0;-;1
xerces;1.4.4;org.apache.xerces.impl.dv.xs.QNameDatatypeValidator;7;3;0;9;21;15;2;7;4;0.6666667;97;1.0;1;0.8518519;0.3888889;2;4;12.714286;1;1;135;0;0;-;1
xerces;1.4.4;org.w3c.dom.html.HTMLDocument;19;1;0;0;19;171;0;0;19;2.0;19;0.0;0;0.0;0.4385965;0;0;0.0;0;0;-;1;0;-;0
xerces;1.4.4;org.apache.xerces.impl.XMLDocumentScannerImpl$TrailingMiscDispatcher;2;1;0;4;12;0;1;4;1;0.0;167;1.0;1;0.0;0.6666667;0;0;82.0;-;0;-;-;0;-;0
xerces;1.4.4;org.apache.xerces.xni.parser.XMLConfigurationException;4;5;0;19;5;0;18;1;4;0.8333333;34;0.5;0;0.9;0.6666667;0;0;6.5;1;1;151;0;0;-;1
