Project,Version,Class;wmc;dit;noc;cbo;rfc;lcom;ca;ce;npm;lcom3;loc;dam;moa;mfa;cam;ic;cbm;amc;nr;ndc;nml;isOld;ndpv;ner;bugs
xalan;2.6.0;org.apache.xml.dtm.SecuritySupport12;9;2;0;9;23;36;9;9;0;2.0;82;0.0;0;0.5294118;0.44444445;0;0;8.111111;2;2;144;1;0;-;0
xalan;2.6.0;org.apache.xml.utils.SerializableLocatorImpl;10;1;0;0;15;37;0;0;10;0.7777778;64;1.0;0;0.0;0.375;0;0;5.0;1;1;64;1;0;-;0
xalan;2.6.0;org.apache.xalan.xsltc.DOMEnhancedForDTM;9;1;0;9;9;36;8;1;9;2.0;9;0.0;0;0.0;0.4;0;0;0.0;2;2;143;0;0;-;0
xalan;2.6.0;org.apache.xml.serializer.Encodings;11;1;0;10;49;31;5;5;8;0.925;429;0.5;1;0.0;0.26666668;0;0;37.272728;7;5;198;1;0;-;3
xalan;2.6.0;org.apache.xalan.lib.SecuritySupport12$6;2;1;0;1;5;0;1;1;1;0.33333334;33;0.0;1;0.0;0.625;0;0;14.0;-;0;-;-;0;-;0
xalan;2.6.0;org.apache.xalan.res.XSLTErrorResources_sk;5;3;0;1;16;8;0;1;3;1.2479508;4275;0.0;0;0.9268293;0.33333334;0;0;805.2;2;2;2579;0;0;-;1
xalan;2.6.0;org.apache.xalan.xsltc.compiler.BinOpExpr;8;3;0;14;38;0;0;14;7;0.8095238;255;0.44444445;2;0.9220779;0.26530612;2;8;29.75;2;1;81;1;0;-;0
xalan;2.6.0;org.apache.xalan.xsltc.runtime.SecuritySupport;11;1;1;2;20;53;2;1;0;0.9;90;1.0;0;0.0;0.4;0;0;7.090909;1;1;123;0;0;-;0
xalan;2.6.0;org.apache.xalan.xsltc.dom.NodeIteratorBase;11;1;0;2;18;19;0;2;9;0.75;138;1.0;0;0.0;0.42424244;0;0;11.0;1;1;76;1;0;-;0
xalan;2.6.0;org.apache.xml.dtm.ref.DTMManagerDefault;17;2;1;26;81;86;7;22;17;0.7916667;736;0.8333333;3;0.54285717;0.19607843;1;1;41.941177;5;3;475;1;0;-;0
xalan;2.6.0;org.apache.xalan.xsltc.cmdline.Transform;9;1;0;14;71;8;0;14;6;0.7625;670;1.0;1;0.0;0.27083334;0;0;72.333336;6;5;126;1;0;-;1
xalan;2.6.0;org.apache.xalan.xsltc.compiler.ParentPattern;8;6;0;26;43;0;1;25;8;0.2857143;253;1.0;2;0.9339623;0.25;4;5;30.375;1;1;74;1;0;-;0
xalan;2.6.0;org.apache.xpath.functions.FuncCount;2;4;0;6;8;1;0;6;2;2.0;23;0.0;0;0.97959185;0.75;1;6;10.5;2;1;66;1;1;-;0
xalan;2.6.0;org.apache.xalan.xsltc.trax.SAX2DOM;21;1;0;2;52;126;1;1;21;0.7625;322;1.0;0;0.0;0.26530612;0;0;14.142858;1;1;71;1;0;-;0
xalan;2.6.0;org.apache.xalan.xsltc.compiler.util.TypeCheckError;7;3;0;89;13;0;88;2;7;0.083333336;98;0.0;2;0.85;0.37142858;1;2;12.714286;1;1;74;1;0;-;0
xalan;2.6.0;org.apache.xalan.xsltc.compiler.util.Util;20;1;0;47;45;188;45;2;19;0.94736844;326;1.0;0;0.0;0.23684211;0;0;15.25;3;3;108;1;1;-;1
xalan;2.6.0;org.apache.xml.utils.SecuritySupport12$2;2;1;0;1;4;1;1;1;1;1.0;17;0.0;1;0.0;0.75;0;0;7.0;-;0;-;-;0;-;0
xalan;2.6.0;org.apache.xpath.XPath;17;1;0;61;64;78;46;15;17;0.96875;462;0.2;1;0.0;0.21960784;0;0;25.588236;2;1;82;1;1;-;1
xalan;2.6.0;org.apache.xalan.xsltc.runtime.SecuritySupport12$3;2;1;0;1;4;0;1;1;1;0.5;29;0.0;1;0.0;0.6666667;0;0;12.5;-;0;-;-;0;-;0
xalan;2.6.0;org.apache.xalan.extensions.ExtensionHandlerGeneral;7;2;0;17;52;13;0;17;6;0.8703704;512;1.0;0;0.54545456;0.36666667;0;0;70.85714;5;4;171;1;2;-;1
xalan;2.6.0;org.apache.xalan.xsltc.dom.AdaptiveResultTreeImpl;122;3;0;16;346;0;2;15;119;0.8075561;1640;1.0;3;0.63190186;0.13553719;1;18;12.385246;3;3;76;1;1;-;0
xalan;2.6.0;org.apache.xml.utils.SAXSourceLocator;8;2;0;17;29;0;17;0;8;0.2857143;119;0.0;0;0.6666667;0.34375;0;0;13.75;1;1;64;1;0;-;0
xalan;2.6.0;org.apache.xalan.xsltc.dom.MultipleNodeCounter;4;2;1;6;19;0;1;6;4;0.33333334;164;1.0;1;0.8235294;0.5;1;4;39.75;1;1;74;1;0;-;2
xalan;2.6.0;org.apache.xml.dtm.ref.DTMTreeWalker;10;1;1;6;41;0;3;3;7;0.33333334;437;0.6666667;1;0.0;0.475;0;0;42.4;2;1;66;1;1;-;1
xalan;2.6.0;org.apache.xalan.xsltc.compiler.UnionPathExpr;6;3;0;20;36;0;1;20;5;0.5;289;1.0;3;0.93421054;0.2857143;2;8;46.5;1;1;74;1;0;-;1
xalan;2.6.0;org.apache.xml.utils.WrongParserException;1;4;0;0;2;0;0;0;1;2.0;5;0.0;0;1.0;1.0;0;0;4.0;2;1;66;1;1;-;0
xalan;2.6.0;org.apache.xalan.processor.ProcessorExsltFunction;6;5;0;27;27;15;1;26;4;2.0;229;0.0;0;0.9770642;0.53333336;2;4;37.166668;3;2;74;1;2;-;0
xalan;2.6.0;org.apache.xml.dtm.DTMDOMException;2;5;0;3;3;1;3;0;2;2.0;12;0.0;0;1.0;0.8333333;0;0;5.0;2;1;66;1;1;-;0
xalan;2.6.0;org.apache.xml.utils.NameSpace;1;1;0;1;2;0;1;0;1;2.0;16;0.0;1;0.0;1.0;0;0;12.0;2;1;66;1;1;-;0
xalan;2.6.0;org.apache.xalan.res.XSLTErrorResources_it;5;3;0;1;16;8;0;1;3;1.2479508;4275;0.0;0;0.9268293;0.33333334;0;0;805.2;2;2;3608;1;0;-;1
xalan;2.6.0;org.apache.xalan.templates.ElemText;6;3;0;4;11;9;3;1;6;0.6;49;1.0;0;0.97512436;0.44444445;2;6;7.0;2;1;66;1;1;-;0
xalan;2.6.0;org.apache.xalan.lib.sql.SecuritySupport12$1;2;1;0;1;5;1;1;1;1;1.0;18;0.0;1;0.0;0.75;0;0;7.5;-;0;-;-;0;-;0
xalan;2.6.0;org.apache.xml.dtm.ref.sax2dtm.SAX2DTM2$TypedPrecedingIterator;2;4;0;4;7;0;1;3;2;0.0;116;0.5;1;0.95652175;0.6666667;3;5;56.0;-;0;-;-;0;-;0
xalan;2.6.0;org.apache.xalan.templates.ElemExtensionScript;6;3;0;2;7;3;1;1;6;0.6;33;1.0;0;0.97512436;0.6666667;1;2;4.1666665;2;1;66;1;1;-;0
xalan;2.6.0;org.apache.xml.serializer.AttributesImplSerializer;6;2;0;6;20;0;6;0;5;0.8;124;0.6666667;0;0.82758623;0.41666666;1;2;19.166666;3;1;170;1;0;-;1
xalan;2.6.0;org.apache.xml.serializer.SecuritySupport12$5;2;1;0;1;4;0;1;1;1;0.5;19;0.0;1;0.0;0.6666667;0;0;7.5;-;0;-;-;0;-;0
xalan;2.6.0;org.apache.xalan.xsltc.compiler.CompilerException;4;3;0;2;9;0;2;0;4;0.33333334;40;1.0;0;0.9444444;0.5;1;1;8.75;1;1;72;1;0;-;0
xalan;2.6.0;org.apache.xalan.xsltc.compiler.LiteralElement;18;3;0;44;93;95;6;43;11;0.8333333;943;1.0;1;0.7671233;0.18888889;2;9;51.055557;5;3;308;1;2;-;0
xalan;2.6.0;org.apache.xalan.xsltc.compiler.Stylesheet;62;2;0;70;204;1655;28;54;47;0.9579918;2554;0.8125;7;0.4695652;0.09587814;2;6;39.677418;11;5;682;1;4;-;0
xalan;2.6.0;org.apache.xml.utils.SystemIDResolver;9;1;0;22;34;36;20;2;6;2.0;341;0.0;0;0.0;0.5;0;0;36.88889;4;2;129;1;3;-;0
xalan;2.6.0;org.apache.xalan.xsltc.dom.DOMWSFilter;2;1;0;11;12;0;4;7;2;0.4;116;1.0;4;0.0;0.625;0;0;54.5;3;2;83;1;0;-;1
